count,gazeX,gazeY,pitch,roll,gyroX,gyroY,gyroZ,accelX,accelY,accelZ,eulerX,eulerY,eulerZ,faceX,faceY,leftEyeleft,leftEyetop,leftEyeright,leftEyebottom,rightEyeleft,rightEyetop,rightEyeright,rightEyebottom
617,1025,1134,-9.244886,4.4134526,0.09391319751739502,0.18037323653697968,-0.0333440788090229,0.572231650352478,9.526819229125977,0.90024733543396,-5.5750394,4.8870864,3.0762029,435.0,675.0,604.5,183.7,468.0,552.375,378.0,182.3,252.0,557.625
618,1025,1134,-9.165512,4.3236895,0.06581339985132217,0.2402380257844925,-0.007687739096581936,0.541106104850769,9.42386531829834,0.742225170135498,-6.145928,4.366581,2.7940872,435.0,675.0,616.5,183.9,474.75,547.875,386.25,181.0,255.0,547.5
619,1025,1134,-9.29609,4.3586745,0.05726128816604614,-0.01266018208116293,-0.024791965261101723,0.7134938836097717,9.534002304077148,1.2593885660171509,-6.52986,4.571328,2.7832673,435.0,675.0,612.75,183.9,471.0,547.875,386.25,180.5,255.0,545.625
620,53,794,-8.038537,3.1080074,0.014500719495117664,-0.05542074888944626,0.019190331920981407,0.6105400919914246,9.68244743347168,1.7382434606552124,-5.623011,5.3396845,2.4830227,375.0,643.125,552.75,172.4,411.0,504.75003,318.75,170.0,187.5,506.25
621,53,794,-7.857688,3.149232,-0.04047715291380882,-0.07496843487024307,0.019801197573542595,0.5602602958679199,9.737515449523926,1.6472610235214233,-4.4521804,5.083659,2.5672634,375.0,650.625,556.5,172.9,414.75,506.62503,327.0,170.7,190.5,503.625
622,53,794,-7.7095914,3.2295604,-0.0019926424138247967,-0.01693623885512352,0.009416487999260426,0.5482889413833618,9.737515449523926,1.4054392576217651,-5.394278,4.886084,2.56776,375.0,643.125,561.0,173.6,414.0,503.99997,330.75,170.7,194.25,503.625
623,53,794,-7.715323,3.2937799,-0.056970514357089996,-0.10551169514656067,0.004529566038399935,0.6775797605514526,9.61061954498291,1.69035804271698,-5.6235204,5.195199,2.361377,380.625,650.625,557.25,173.6,410.25,503.99997,322.5,169.5,191.25,504.375
624,917,1389,-11.022054,5.2876186,0.11223915964365005,0.21274909377098083,-0.007687739096581936,0.9529213905334473,9.337671279907227,1.2641770839691162,-6.456109,4.542925,4.0764832,446.25,708.75,627.75,191.4,486.0,576.0,401.25,186.5,270.0,568.125
625,917,1389,-11.23975,5.4263387,0.048098307102918625,-0.01632537506520748,-0.024181101471185684,0.931372880935669,9.409500122070312,1.812466025352478,-8.577381,4.380798,4.809212,461.25,712.5,639.0,194.9,497.25,589.125,415.5,189.8,289.5,585.75
626,917,1389,-11.246982,5.366867,0.05603955313563347,-0.002275473205372691,-0.01990504376590252,0.7877163887023926,9.51245403289795,1.7119064331054688,-7.0299277,4.594981,4.4685082,461.25,712.5,634.5,193.7,498.0,589.875,411.75,189.8,285.75,585.75
627,917,1389,-11.223502,5.3592815,0.045043978840112686,-0.005329799372702837,-0.024791965261101723,0.8834874033927917,9.462174415588379,1.7861289978027344,-7.681267,5.4470572,3.7857175,461.25,712.5,634.5,194.7,498.0,593.625,411.75,192.8,285.75,597.0
628,269,709,-10.0891075,4.329308,-0.008712160401046276,-0.05419902130961418,-0.006466008722782135,0.8739103078842163,9.560338973999023,2.0279507637023926,-6.3986144,5.354702,2.8357775,431.25,688.125,601.5,185.9,459.75,555.375,370.5,181.3,244.5,553.875
629,269,709,-10.116587,4.3177657,0.03954619541764259,-0.01632537506520748,8.64374334923923E-4,0.931372880935669,9.457385063171387,2.011190891265869,-5.127457,5.0267835,2.5855732,431.25,686.25,601.5,184.4,459.75,549.75,371.25,182.0,240.0,551.25
630,269,709,-10.162053,4.427095,0.030383214354515076,-0.012049317359924316,0.005751296412199736,0.8044763207435608,9.507665634155273,1.6472610235214233,-6.6723113,5.126998,2.8565543,431.25,686.25,601.5,185.9,459.75,555.375,371.25,182.5,240.0,553.125
631,269,709,-10.041023,4.474405,0.005948605481535196,0.03804163262248039,-0.04006359726190567,0.7494080066680908,9.510059356689453,1.92020845413208,-7.4193745,4.6113334,2.5634658,431.25,686.25,601.5,184.9,459.75,551.625,370.5,181.3,244.5,553.875
