count,gazeX,gazeY,pitch,roll,gyroX,gyroY,gyroZ,accelX,accelY,accelZ,eulerX,eulerY,eulerZ,faceX,faceY,leftEyeleft,leftEyetop,leftEyeright,leftEyebottom,rightEyeleft,rightEyetop,rightEyeright,rightEyebottom
849,1025,1219,-13.39792,0.16765304,0.03439415618777275,-0.06920919567346573,0.07360437512397766,0.04788549616932869,9.560338973999023,2.257801055908203,-7.8558674,8.305349,-2.6915061,450.0,661.875,632.25,175.1,485.25,509.62497,389.25,178.8,237.0,518.25
850,1025,1219,-12.814828,0.47112447,-0.13115033507347107,0.032805297523736954,0.02412429079413414,-0.03830839693546295,9.483722686767578,1.75021493434906,-7.2267227,7.6921864,-2.101116,455.625,654.375,644.25,173.8,492.0,499.5,393.75,177.0,236.25,506.25
851,1025,1219,-12.680307,0.79448545,0.027674639597535133,-0.0075118099339306355,0.011906985193490982,0.20351335406303406,9.548367500305176,2.1309046745300293,-8.0989685,7.0386553,-1.526198,461.25,639.375,644.25,173.8,492.0,499.5,393.0,175.8,240.75,507.0
852,701,1219,-15.299822,0.30461892,-0.06456600874662399,-0.06371141225099564,0.014961311593651772,0.07182824611663818,9.419076919555664,2.475680112838745,-5.5635366,4.2754936,1.4503376,455.625,643.125,628.5,176.6,481.5,515.25,391.5,173.9,249.75,510.37503
853,701,1219,-15.248603,0.34995645,-0.09572014212608337,-0.05577016621828079,0.023513425141572952,0.09816526621580124,9.397528648376465,2.444554567337036,-5.406338,3.6700015,1.5080137,455.625,643.125,631.5,176.9,489.75,521.625,399.0,174.9,257.25,514.125
854,701,1219,-15.26964,0.4913017,0.039281077682971954,0.013257608748972416,0.0045766024850308895,0.12210801243782043,9.387951850891113,2.597788095474243,-4.883523,5.0987387,1.5267022,455.625,650.625,631.5,175.9,489.75,517.875,394.5,173.2,258.0,513.0
855,701,1219,-15.386851,0.56886446,-0.06517688184976578,-0.03072468936443329,0.014350446872413158,0.14605076611042023,9.407105445861816,2.7390503883361816,-5.6868043,4.3390265,1.3756639,463.125,639.375,631.5,176.4,489.75,519.75,394.5,173.2,258.0,513.0
856,269,1304,-16.083569,1.4513814,-0.07617245614528656,-0.05577016621828079,0.030843807384371758,0.1652049571275711,9.445414543151855,2.5810282230377197,-4.643755,3.6908953,2.6024554,461.25,648.75,630.75,177.2,494.25,528.0,398.25,174.2,261.75,516.75
857,269,1304,-16.02589,1.4963387,0.02034425549209118,0.01997712440788746,0.0045766024850308895,0.26815879344940186,9.306546211242676,2.5546913146972656,-4.6154804,2.9306176,2.673272,461.25,656.25,630.75,177.7,494.25,529.875,398.25,174.7,261.75,518.625
858,269,1304,-16.137972,1.5380183,-0.01814025454223156,-0.052104972302913666,0.02717861533164978,0.26815879344940186,9.459779739379883,2.794118642807007,-4.6010704,3.2243576,2.618074,461.25,656.25,635.25,179.4,493.5,531.0,402.0,175.2,265.5,520.5
859,269,1304,-15.994926,1.5594344,-0.008977276273071766,-0.001403157482855022,-0.0027537806890904903,0.26815879344940186,9.337671279907227,2.7127132415771484,-5.2060547,3.025152,2.8122292,461.25,656.25,635.25,178.9,493.5,529.125,402.0,174.2,265.5,516.75
860,269,1304,-16.275187,1.534644,0.10036759823560715,0.09694614261388779,-0.027799256145954132,0.27534160017967224,9.375980377197266,3.2131168842315674,-5.1265783,4.3697906,2.4871511,461.25,648.75,631.5,176.9,489.75,521.625,398.25,173.2,261.75,513.0
861,917,454,-15.940798,-0.40775177,0.03989194333553314,-7.922922377474606E-4,-0.01924714259803295,-0.0071828244253993034,9.366402626037598,2.7821474075317383,-3.5647337,-14.274454,-16.576624,388.125,592.5,541.5,146.9,426.0,435.375,343.5,168.6,196.5,485.24997
862,917,454,-15.772893,-0.51570344,0.09853500872850418,-0.023394305258989334,-0.003364645643159747,-0.06703969836235046,9.42386531829834,2.9305922985076904,-3.9537075,-9.959835,-17.115925,378.75,598.125,519.75,148.6,399.0,436.5,317.25,172.1,170.25,498.37497
863,917,454,-15.480832,-0.5470809,-0.039520539343357086,-0.0038466183468699455,-0.016192816197872162,-0.04549122229218483,9.37119197845459,2.449343204498291,-4.086388,-8.365916,-17.457764,369.375,603.75,492.0,146.7,381.75,439.875,301.5,169.4,159.75,493.50003
864,917,454,-15.423368,-0.5456756,0.06066136062145233,0.017533665522933006,-0.008251568302512169,-0.019154198467731476,9.40231704711914,2.571451187133789,-4.866108,-8.0846195,-17.977533,356.25,596.25,492.75,147.4,377.25,437.25,297.0,168.7,160.5,496.125
865,593,1389,-21.160963,6.1358185,0.020955121144652367,-0.005068348720669746,-0.014971085824072361,1.0989720821380615,9.069513320922852,3.694365978240967,-4.882752,1.0624282,-14.125615,461.25,712.5,597.75,182.9,482.25,570.375,404.25,197.3,278.25,613.875
866,593,1389,-21.10328,6.173848,-0.026081502437591553,-0.05149410665035248,0.002133141504600644,0.991229772567749,9.050358772277832,3.5770466327667236,-4.940096,-1.1151927,-14.141014,461.25,712.5,594.0,181.9,478.5,566.625,400.5,197.3,274.5,613.875
867,593,1389,-20.6387,6.16673,0.0924263522028923,-0.0350007489323616,0.006409198511391878,1.0055954456329346,9.038387298583984,3.478881359100342,-4.521737,0.3434613,-14.765648,461.25,712.5,590.25,181.9,474.75,566.625,401.25,198.0,270.0,611.25
868,593,1389,-20.2443,6.2339807,-0.03829880803823471,0.029140103608369827,-0.0027537806890904903,1.0726351737976074,9.083878517150879,3.3280420303344727,-4.2615805,1.0264773,-14.749542,455.625,697.5,590.25,179.4,474.75,557.25,396.75,195.3,270.75,606.375
869,593,1389,-20.37748,6.2984924,0.03378329053521156,0.01997712440788746,0.007630928419530392,1.0343266725540161,9.06233024597168,3.407052993774414,-5.0587454,0.93000406,-14.57631,461.25,686.25,594.0,175.9,478.5,544.125,397.5,192.5,266.25,590.625
870,485,199,-21.828981,12.963362,0.006294355262070894,0.05113125219941139,-0.013138489797711372,2.104567527770996,8.813325881958008,3.7015488147735596,-6.0685544,3.8525,-5.213016,517.5,738.75,690.75,194.2,554.25,591.75,462.75,202.4,321.0,617.25
